pmid,year,score,n_chunks,title
34331675,2021,0.5375,2,Smart Safety Surveillance (3S): Multi-Country Experience of Implementing the 3S Concepts and Principles.
34331260,2021,0.5896,2,A Scoping Review of Non-Medical and Extra-Medical Use of Non-Steroidal Anti-Inflammatory Drugs (NSAIDs).
34322863,2021,0.5306,2,Study of Natural Products Adverse Reactions (SONAR) in Adults with Mental Health Conditions: A Cross-Sectional Study.
34296384,2021,0.4913,2,Use of Primary Care Data in Research and Pharmacovigilance: Eight Scenarios Where Prescription Data are Absent.
34273099,2021,0.5913,2,Is There an Increased Risk of Hepatotoxicity with Metamizole? A Comparative Cohort Study in Incident Users.
34260043,2021,0.3880,2,Bayesian Modeling for the Detection of Adverse Events Underreporting in Clinical Trials.
34236595,2021,0.5582,2,"Cardiovascular Risk in Users of Mirabegron Compared with Users of Antimuscarinic Treatments for Overactive Bladder: Findings from a Non-Interventional, Multinational, Cohort Study."
34224091,2021,0.6099,2,"Prevalence, Nature, Severity and Preventability of Adverse Drug Events in Mental Health Settings: Findings from the MedicAtion relateD harm in mEntal health hospitals (MADE) Study."
34148223,2021,0.3927,2,Augmenting Product Defect Surveillance Through Web Crawling and Machine Learning in Singapore.
34145536,2021,0.5018,3,Immune Checkpoint Inhibitors and Cardiotoxicity: An Analysis of Spontaneous Reports in Eudravigilance.
34129206,2021,0.5187,2,Patient Global Impression of Benefit-Risk (PGI-BR): Incorporating Patients' Views of Clinical Benefit-Risk into Assessment of New Medicines.
34120321,2021,0.4640,3,Reporting of Thromboembolic Events with JAK Inhibitors: Analysis of the FAERS Database 2010-2019.
34115324,2021,0.3471,3,Safety Profile of the Adjuvanted Recombinant Zoster Vaccine in Immunocompromised Populations: An Overview of Six Trials.
34100263,2021,0.3516,3,Association Between Prenatal Opioid Exposure and Neurodevelopmental Outcomes in Early Childhood: A Retrospective Cohort Study.
34091881,2021,0.4421,2,Capturing Data in Rare Disease Registries to Support Regulatory Decision Making: A Survey Study Among Industry and Other Stakeholders.
34080177,2021,0.3692,2,Monitoring and Managing Lorlatinib Adverse Events in the Portuguese Clinical Setting: A Position Paper.
34075572,2021,0.5249,2,Signal Detection and Methodological Limitations in a Real-World Registry: Learnings from the Evaluation of Long-Term Safety Analyses in PSOLAR.
34041702,2021,0.4875,3,The Safety Profile of Upadacitinib in Patients with Rheumatoid Arthritis in Japan.
34014506,2021,0.4630,3,"Risk of Severe Abnormal Uterine Bleeding Associated with Rivaroxaban Compared with Apixaban, Dabigatran and Warfarin."
33993430,2021,0.6668,1,Enhancing Pharmacovigilance from the US Experience: Current Practices and Future Opportunities.
33988833,2021,0.5327,2,Risk Minimization of Antibody-Drug Conjugates in Oncology: A Review.
33970448,2021,0.3921,2,Risk of Pregnancy Termination and Congenital Anomalies After Domperidone Exposure: A Study in the EFEMERIS Database.
33970447,2021,0.4517,2,"Comparison of Longitudinal and Cross-Sectional Approaches in Studies About Knowledge, Attitude, and Practices Related to Antibiotic Misuse."
33966183,2021,0.4385,2,Signal Detection in EUROmediCAT: Identification and Evaluation of Medication-Congenital Anomaly Associations and Use of VigiBase as a Complementary Source of Reference.
33961212,2021,0.6393,2,The Role of the Contextual Cohort to Resolve Some Challenges and Limitations of Comparisons in Pharmacoepidemiology.
33959899,2021,0.4787,2,Emerging Skin Toxicities in Patients with Breast Cancer Treated with New Cyclin-Dependent Kinase 4/6 Inhibitors: A Systematic Review.
33904111,2021,0.5013,2,A Multi-modal Approach to Evaluate the Impact of Risk Evaluation and Mitigation Strategy (REMS) Programs.
33864232,2021,0.4646,3,Safety and Efficacy of Ivermectin and Doxycycline Monotherapy and in Combination in the Treatment of COVID-19: A Scoping Review.
33837924,2021,0.6732,3,The Use of Subgroup Disproportionality Analyses to Explore the Sensitivity of a Global Database of Individual Case Safety Reports to Known Pharmacogenomic Risk Variants Common in Japan.
33826081,2021,0.5474,2,Population-Based Observational Study of Adverse Drug Event-Related Mortality in the Super-Aged Society of Japan.
33725335,2021,0.4306,2,Overview of Causality Assessment for Drug-Induced Liver Injury (DILI) in Clinical Trials.
33683646,2021,0.4085,2,Real-World Fetal Exposure to Acne Treatments in the United States: A Retrospective Analysis from 2006 to 2015.
33666901,2021,0.5399,2,Provision and Need for Medicine Information in Asia and Africa: A Scoping Review of the Literature.
33666900,2021,0.3767,2,Safety of S1P Modulators in Patients with Immune-Mediated Diseases: A Systematic Review and Meta-Analysis.
33651368,2021,0.4733,3,Comparative Risk Assessment of Severe Uterine Bleeding Following Exposure to Direct Oral Anticoagulants: A Network Study Across Four Observational Databases in the USA.
33638811,2021,0.3889,2,Liver Injury Associated with Metamizole Exposure: Features of an Underestimated Adverse Event.
33620701,2021,0.5866,3,Clinical Utility of Pharmacogenomic Data Collected by a Health-System Biobank to Predict and Prevent Adverse Drug Events.
33616888,2021,0.4944,3,Comparison of Medication Alerts from Two Commercial Applications in the USA.
33606202,2021,0.3826,3,Identification and Validation of Major Cardiovascular Events in the United Kingdom Data Sources Included in a Multi-database Post-authorization Safety Study of Prucalopride.
33606201,2021,0.6919,3,Assessing the Impact on Health of Pharmacovigilance Activities: Example of Four Safety Signals.
33582973,2021,0.5531,2,Public Perspectives of Using Social Media Data to Improve Adverse Drug Reaction Reporting: A Mixed-Methods Study.
33575980,2021,0.4338,2,Anticholinergic Activity of Psychotropic Drugs and Cognitive Impairment Among Participants Aged 45 and Over: The CONSTANCES Study.
33565024,2021,0.5559,2,Risk Management for the 21st Century: Current Status and Future Needs.
33548020,2021,0.3522,3,Safety of As-Needed Budesonide-Formoterol in Mild Asthma: Data from the Two Phase III SYGMA Studies.
33538994,2021,0.5251,2,Adverse Drug Reactions from Real-World Data in Inflammatory Bowel Disease Patients in the IBDREAM Registry.
33527177,2021,0.4882,2,Upadacitinib in Rheumatoid Arthritis: A Benefit-Risk Assessment Across a Phase III Program.
33523400,2021,0.3528,2,Validating Intelligent Automation Systems in Pharmacovigilance: Insights from Good Manufacturing Practices.
33462778,2021,0.2542,2,Incidence Rates of Autoimmune Diseases in European Healthcare Databases: A Contribution of the ADVANCE Project.
33462777,2021,0.3714,3,"Evaluation of the Risk of Inflammatory Bowel Disease after the HPV Vaccination in Primary Care in Spain: A Time-Varying Cohort Analysis of Around 390,000 Girls."
33372244,2021,0.5506,1,French Pharmacovigilance Public System and COVID-19 Pandemic.
33367975,2021,0.3543,2,The DIANA Study: Continued Access to Darunavir/Ritonavir (DRV/r) and Long-Term Safety Follow-Up in HIV-1-Infected Pediatric Patients Aged 3 to < 18 Years.
33355904,2021,0.5735,2,Dissemination of Direct Healthcare Professional Communications on Medication Errors for Medicinal Products in the EU: An Explorative Study on Relevant Factors.
33354753,2021,0.4800,3,Global Safety Database Summary of COVID-19-Related Drug Utilization-Safety Surveillance: A Sponsor's Perspective.
33354752,2021,0.3625,3,A Systematic Review and Meta-Analysis Considering the Risk for Congenital Heart Defects of Antidepressant Classes and Individual Antidepressants.
33354751,2021,0.4589,2,Developing Crowdsourced Training Data Sets for Pharmacovigilance Intelligent Automation.
33351170,2021,0.4623,2,PCSK9 Inhibitors and Neurocognitive Adverse Drug Reactions: Analysis of Individual Case Safety Reports from the Eudravigilance Database.
33326056,2021,0.3976,1,Safety of N-Acetylcysteine at High Doses in Chronic Respiratory Diseases: A Review.
33289904,2021,0.5767,2,Effective Pharmacovigilance System Development: EFPIA-IPVG Consensus Recommendations.
33258068,2021,0.4789,2,Evaluation of Opioid Overdose Reports in Patients Treated with Extended-Release Naltrexone: Postmarketing Data from 2006 to 2018.
33247391,2021,0.4909,3,Risk of Cancer in Association with Ranitidine and Nizatidine vs Other H2 Blockers: Analysis of the Japan Medical Data Center Claims Database 2005-2018.
33237523,2021,0.4385,3,Frequency and Associated Costs of Anaphylaxis- and Hypersensitivity-Related Adverse Events for Intravenous Iron Products in the USA: An Analysis Using the US Food and Drug Administration Adverse Event Reporting System.
33206339,2021,0.5177,3,Changes in Erythropoiesis Stimulating Agent Use Under a Risk Evaluation and Mitigation Strategy (REMS) Program.
33180265,2021,0.4237,3,Efficacy and Safety of Bevacizumab Plus Oxaliplatin- or Irinotecan-Based Doublet Backbone Chemotherapy as the First-Line Treatment of Metastatic Colorectal Cancer: A Systematic Review and Meta-analysis.
33175336,2021,0.4449,2,Real-World Data on Nonmedical Use of Tramadol from Patients Evaluated for Substance Abuse Treatment in the NAVIPPRO Addiction Severity Index-Multimedia Version (ASI-MV®) Network.
33141341,2021,0.3739,3,"Consensus Guidelines: Best Practices for Detection, Assessment and Management of Suspected Acute Drug-Induced Liver Injury During Clinical Trials in Adults with Chronic Viral Hepatitis and Adults with Cirrhosis Secondary to Hepatitis B, C and Nonalcoholic Steatohepatitis."
33128697,2021,0.5167,2,An Algorithm for Comprehensive Medication Management in Nursing Homes: Results of the AMBER Project.
33125664,2021,0.5478,2,Proposals for Engaging Patients and Healthcare Professionals in Risk Minimisation from an Analysis of Stakeholder Input to the EU Valproate Assessment Using the Novel Analysing Stakeholder Safety Engagement Tool (ASSET).
33125663,2021,0.5416,2,Patterns of Benzodiazepine Use and Excess Risk of All-Cause Mortality in the Elderly: A Nationwide Cohort Study.
33104975,2021,0.4664,3,Use of Hydrochlorothiazide and Risk of Melanoma and Nonmelanoma Skin Cancer.
33098059,2021,0.4954,2,Chances and Challenges of Registry-Based Pharmacovigilance in Multiple Sclerosis: Lessons Learnt from the Implementation of the Multicenter REGIMS Registry.
33095409,2020,0.3955,2,"Potential Safety Issues with Use of Sodium-Glucose Cotransporter 2 Inhibitors, Particularly in People with Type 2 Diabetes and Chronic Kidney Disease."
33094442,2021,0.5175,2,Patient-Reported Adverse Events of Radiopharmaceuticals: A Prospective Study of 1002 Patients.
33078372,2020,0.4876,2,Psychiatric Disorders and Hydroxychloroquine for Coronavirus Disease 2019 (COVID-19): A VigiBase Study.
33048319,2021,0.4337,2,Adverse Drug Reaction Reporting Using a Mobile Device Application by Persons with Multiple Sclerosis: A Cluster Randomized Controlled Trial.
33026641,2021,0.4751,1,"Artificial Intelligence, Real-World Automation and the Safety of Medicines."
33006728,2021,0.6049,2,ADE Eval: An Evaluation of Text Processing Systems for Adverse Event Extraction from Drug Labels for Pharmacovigilance.
33001380,2021,0.5555,2,"A Comparative View of Reported Adverse Effects of Statins in Social Media, Regulatory Data, Drug Information Databases and Systematic Reviews."
33000427,2021,0.4870,2,Introduction or Discontinuation of Additional Risk Minimisation Measures During the Life Cycle of Medicines in Europe.
32997318,2020,0.3031,1,Assessing the Safety of COVID-19 Vaccines: A Primer.
32989664,2021,0.5199,2,Patient Organizations' Barriers in Pharmacovigilance and Strategies to Stimulate Their Participation.
32978702,2020,0.4643,2,Sex Differences in Reported Adverse Drug Reactions to COVID-19 Drugs in a Global Database of Individual Case Safety Reports.
32975740,2020,0.6397,2,Community Pharmacists' Views and Experiences with ADR Reporting for Complementary Medicines: A Qualitative Study in New Zealand.
32926356,2020,0.4222,3,The Potential Teratogenicity Alert for Women Conceiving on Dolutegravir-Based Regimens: An Assessment of Risk Communication by an Urban HIV Clinic in Uganda and Choices made by Women.
32918682,2020,0.4351,2,Benefit-Risk Assessment of Vaccines. Part II: Proposal Towards Consolidated Standards of Reporting Quantitative Benefit-Risk Models Applied to Vaccines (BRIVAC).
32914292,2020,0.3917,2,Benefit-Risk Assessment of Vaccines. Part I: A Systematic Review to Identify and Describe Studies About Quantitative Benefit-Risk Models Applied to Vaccines.
32862397,2020,0.3226,2,Post-Marketing Safety Surveillance for the Adjuvanted Recombinant Zoster Vaccine: Methodology.
32857333,2020,0.5165,2,Current Evidence on Abuse and Misuse of Gabapentinoids.
32852721,2020,0.4190,3,"Renin-Angiotensin-Aldosterone System Inhibitors and Risk of Death in Patients Hospitalised with COVID-19: A Retrospective Italian Cohort Study of 43,000 Patients."
32851583,2020,0.6060,3,"Safety of the Geneva Cocktail, a Cytochrome P450 and P-Glycoprotein Phenotyping Cocktail, in Healthy Volunteers from Three Different Geographic Origins."
32844313,2021,0.4650,3,"Understanding and Responding to Prescribing Patterns of Sodium Valproate-Containing Medicines in Pregnant Women and Women of Childbearing Age in Western Cape, South Africa."
32797355,2020,0.3656,2,Human-Based Errors Involving Smart Infusion Pumps: A Catalog of Error Types and Prevention Strategies.
32794123,2020,0.3515,2,"Temelimab, an IgG4 Anti-Human Endogenous Retrovirus Monoclonal Antibody: An Early Development Safety Review."
32789821,2020,0.3780,2,E-Learning in Pharmacovigilance: An Evaluation of Microlearning-Based Modules Developed by Uppsala Monitoring Centre.
32749630,2020,0.4434,3,Ipilimumab-Induced Enterocolitis: A Systematic Review and Meta-Analysis.
32748236,2020,0.4601,3,Liver Injury with Ulipristal Acetate: Exploring the Underlying Pharmacological Basis.
32734423,2020,0.3675,2,Anticoagulant Use and Bleeding Risk in Central European Patients with Idiopathic Pulmonary Fibrosis (IPF) Treated with Antifibrotic Therapy: Real-World Data from EMPIRE.
32705447,2020,0.4727,2,Pharmaceutical Benefit-Risk Perception and Age Differences in the USA and Germany.
32696429,2020,0.2990,2,"Azithromycin in COVID-19 Patients: Pharmacological Mechanism, Clinical Evidence and Prescribing Guidelines."
32681439,2020,0.6096,2,A Feasibility Study of Drug-Drug Interaction Signal Detection in Regular Pharmacovigilance.
32651945,2020,0.4592,2,Use of Pregabalin and Worsening Heart Failure: A Nationwide Cohort Study.
32647996,2020,0.4099,2,An Evaluation of Postmarketing Reports of Serious Idiosyncratic Liver Injury Associated with Ulipristal Acetate for the Treatment of Uterine Fibroids.
32617874,2020,0.4669,2,Interstitial Lung Disease as an Adverse Drug Reaction in Japan: Exploration of Regulatory Actions as a Basis for High Reporting.
32613596,2020,0.2999,2,Determining Which of Several Simultaneously Administered Vaccines Increase Risk of an Adverse Event.
32613595,2020,0.3666,2,Neuroprotective Cationic Arginine-Rich Peptides (CARPs): An Assessment of Their Clinical Safety.
32602065,2020,0.4589,4,Safety Profile of Ceftazidime-Avibactam: Pooled Data from the Adult Phase II and Phase III Clinical Trial Programme.
32596765,2020,0.5425,2,"Evaluation of a Web-Based, 'Purchase Event' Intensive Monitoring Method for Pharmacovigilance of Natural Health Products: Lessons and Insights from Development Work in New Zealand."
32594454,2020,0.4446,3,Onapristone Extended Release: Safety Evaluation from Phase I-II Studies with an Emphasis on Hepatotoxicity.
32578157,2020,0.5236,2,Detecting Medicine Safety Signals Using Prescription Sequence Symmetry Analysis of a National Prescribing Data Set.
32578156,2020,0.4798,3,Lopinavir-Ritonavir in the Treatment of COVID-19: A Dynamic Systematic Benefit-Risk Assessment.
32572842,2020,0.5054,2,"The Impact of the COVID-19 ""Infodemic"" on Drug-Utilization Behaviors: Implications for Pharmacovigilance."
32564242,2020,0.6510,2,Risk Factor Considerations in Statistical Signal Detection: Using Subgroup Disproportionality to Uncover Risk Groups for Adverse Drug Reactions in VigiBase.
32557348,2020,0.4772,3,"Comparative Outcomes Between Direct Oral Anticoagulants, Warfarin, and Antiplatelet Monotherapy Among Chinese Patients with Atrial Fibrillation: A Population-Based Cohort Study."
32557181,2020,0.5181,3,Association Between Intravitreal Aflibercept and Serious Non-ocular Haemorrhage Compared with Intravitreal Ranibizumab: A Multicentre Observational Cohort Study.
32557180,2020,0.4834,2,"The Effect of Positively Framing Side-Effect Risk in Two Different Formats on Side-Effect Expectations, Informed Consent and Credibility: A Randomised Trial of 16- to 75-Year-Olds in England."
32557179,2020,0.5024,2,Use of Social Media for Pharmacovigilance Activities: Key Findings and Recommendations from the Vigi4Med Project.
32533433,2020,0.5074,3,Thromboembolic Safety Reporting of Tofacitinib and Baricitinib: An Analysis of the WHO VigiBase.
32500272,2020,0.5373,2,"Channeling Bias in the Analysis of Risk of Myocardial Infarction, Stroke, Gastrointestinal Bleeding, and Acute Renal Failure with the Use of Paracetamol Compared with Ibuprofen."
32500271,2020,0.5484,2,Drug Safety in Geriatric Patients: Current Status and Proposed Way Forward.
32495148,2020,0.4801,2,A New Drug-Drug Interaction Between Hydroxychloroquine and Metformin? A Signal Detection Study.
32468196,2020,0.4902,3,Remdesivir in Treatment of COVID-19: A Systematic Benefit-Risk Assessment.
32451974,2020,0.4384,2,Patient-Reported Burden of Adverse Drug Reactions Attributed to Biologics Used for Immune-Mediated Inflammatory Diseases.
32447743,2020,0.3721,4,Pregnancy Outcomes During the Clinical Development Program of Cladribine in Multiple Sclerosis: An Integrated Analysis of Safety.
32445187,2020,0.3687,2,Information Visualization Platform for Postmarket Surveillance Decision Support.
32440847,2020,0.4856,2,A Framework for Methodological Choice and Evidence Assessment for Studies Using External Comparators from Real-World Data.
32418193,2020,0.4815,2,Communicating Adverse Drug Reaction Insights Through Patient Organizations: Experiences from a Pilot Study in the Netherlands.
32410156,2020,0.3090,2,Prospective Evaluation of Adverse Event Recognition Systems in Twitter: Results from the Web-RADR Project.
32399868,2020,0.2216,1,Pathophysiology of Drug-Induced Hypomagnesaemia.
32385840,2020,0.2605,2,Combining Social Media and FDA Adverse Event Reporting System to Detect Adverse Drug Reactions.
32367507,2020,0.4876,2,"Critical Assessment of Pharmacokinetic Drug-Drug Interaction Potential of Tofacitinib, Baricitinib and Upadacitinib, the Three Approved Janus Kinase Inhibitors for Rheumatoid Arthritis Treatment."
32358698,2020,0.4497,3,Effect of Bempedoic Acid on Serum Uric Acid and Related Outcomes: A Systematic Review and Meta-analysis of the available Phase 2 and Phase 3 Clinical Studies.
32328907,2020,0.4618,2,"Oxycodone, Hydromorphone, and the Risk of Suicide: A Retrospective Population-Based Case-Control Study."
32306223,2020,0.4320,2,DPP-4 Inhibitors in Combination with Lipid-Lowering Agents and Risk of Serious Muscular Injury: A Nested Case-Control Study in a Nationwide Cohort of Patients with Type 2 Diabetes Mellitus.
32297160,2020,0.2464,1,Erice Call for Change: Utilising Patient Experiences to Enhance the Quality and Safety of Healthcare.
32274687,2020,0.4441,2,Evidence of Clinically Meaningful Drug-Drug Interaction With Concomitant Use of Colchicine and Clarithromycin.
32242310,2020,0.2338,2,"Safety of Eosinophil-Depleting Therapy for Severe, Eosinophilic Asthma: Focus on Benralizumab."
32239447,2020,0.3982,2,Enhancing Pharmacovigilance in Sub-Saharan Africa Through Training and Mentoring: A GSK Pilot Initiative in Malawi.
32212054,2020,0.5534,2,Drug Safety Issues Covered by Lay Media: A Cohort Study of Direct Healthcare Provider Communications Sent between 2001 and 2015 in The Netherlands.
32180134,2020,0.4391,2,"Rates and Costs of Dispensing Naloxone to Patients at High Risk for Opioid Overdose in the United States, 2014-2018."
32166617,2020,0.4704,2,Patterns of Inpatient Antibiotic Use Among Public Hospitals in Hong Kong from 2000 to 2015.
32146702,2020,0.5436,2,Fluoroquinolone-Induced Photosensitivity: A Chemical Fragment-Based Approach by a Case/Non-case Study in VigiBase®.
32125666,2020,0.6252,2,Prevalence and Nature of Medication Errors and Medication-Related Harm Following Discharge from Hospital to Community Settings: A Systematic Review.
32124266,2020,0.3758,2,Identifying Drugs Inducing Prematurity by Mining Claims Data with High-Dimensional Confounder Score Strategies.
32112228,2020,0.6150,1,Leveraging Human Genetics to Identify Safety Signals Prior to Drug Marketing Approval and Clinical Use.
32048185,2020,0.4460,2,Sex Differences in Adverse Drug Reactions of Metformin: A Longitudinal Survey Study.
32034700,2020,0.4601,2,Benzodiazepine Use and Risk of Acute Angle-Closure Glaucoma: A Population-Based Case-Crossover Study.
32020559,2020,0.4484,3,"Investigating Overlap in Signals from EVDAS, FAERS, and VigiBase®."
32020558,2020,0.6412,2,Quality of Reporting on the Evaluation of Risk Minimization Programs: A Systematic Review.
32008183,2020,0.5716,3,Disproportionality Analysis for Pharmacovigilance Signal Detection in Small Databases or Subsets: Recommendations for Limiting False-Positive Associations.
32006348,2020,0.5656,3,An Integrated Analysis of the Safety of Tofacitinib in Psoriatic Arthritis across Phase III and Long-Term Extension Studies with Comparison to Real-World Observational Data.
31997289,2020,0.4828,2,Adverse Events in Twitter-Development of a Benchmark Reference Dataset: Results from IMI WEB-RADR.
31981082,2020,0.5853,2,An Evaluation of Postmarketing Reports with an Outcome of Death in the US FDA Adverse Event Reporting System.
31981081,2020,0.2805,2,Hyperkeratotic Skin Adverse Events Induced by Anticancer Treatments: A Comprehensive Review.
31974775,2020,0.6308,2,Contribution of Causality Assessment for an Automated Detection of Safety Signals: An Example Using the French Pharmacovigilance Database.
31939079,2020,0.4192,2,Developing Predictive Models to Determine Patients in End-of-Life Care in Administrative Datasets.
31927716,2020,0.3583,3,"Cardiac Safety of the Trastuzumab Biosimilar ABP 980 in Women with HER2-Positive Early Breast Cancer in the Randomized, Double-Blind, Active-Controlled LILAC Study."
31919794,2020,0.6510,2,"Comparative Assessment of the National Pharmacovigilance Systems in East Africa: Ethiopia, Kenya, Rwanda and Tanzania."
31916082,2020,0.4940,2,Patient-Reported Adverse Events of Radiopharmaceuticals: Development and Validation of a Questionnaire.
31916081,2020,0.4423,2,Utility of a Computerized ICD-10 Algorithm to Identify Idiosyncratic Drug-Induced Liver Injury Cases in the Electronic Medical Record.
31916080,2020,0.5817,2,Coronary Risks Associated with Diclofenac and Other NSAIDs: An Update.
31912439,2020,0.5587,2,Towards Automating Adverse Event Review: A Prediction Model for Case Report Utility.
31907854,2020,0.3492,2,Spontaneous Fluctuations in Liver Biochemistries in Patients with Compensated NASH Cirrhosis: Implications for Drug Hepatotoxicity Monitoring.
31884676,2020,0.3655,2,"Brand-Specific Enhanced Safety Surveillance of GSK's Quadrivalent Seasonal Influenza Vaccine in Belgium, Germany and Spain for the 2018/2019 Season."
31872358,2020,0.4704,2,The UK BIO-TRAC Study: A Cross-Sectional Study of Product and Batch Traceability for Biologics in Clinical Practice and Electronic Adverse Drug Reaction Reporting in the UK.
31863282,2020,0.4402,3,Hypoglycemia Associated with Antibiotics Alone and in Combination with Sulfonylureas and Meglitinides: An Epidemiologic Surveillance Study of the FDA Adverse Event Reporting System (FAERS).
31848933,2020,0.4820,3,A Post-Authorization Safety Study of Quetiapine as Antidepressant Treatment in Sweden: Nested Case-Control Analyses of Select Outcomes.
31845212,2020,0.4082,2,"Medical Devices: Definition, Classification, and Regulatory Implications."
31838652,2020,0.3450,2,The Use of Long-Acting Insulin Analogs and the Risk of Colorectal Cancer Among Patients with Type 2 Diabetes: A Population-Based Cohort Study.
31776845,2020,0.2751,1,Drug-Induced Hypophosphatemia: Current Insights.
31749126,2020,0.5928,2,"Fatal Toxicity Indices for Medicine-Related Deaths in New Zealand, 2008-2013."
31721138,2020,0.3524,2,Prenatal Exposure to Macrolides and Risk of Congenital Malformations: A Meta-Analysis.
31696432,2019,0.4930,2,Rheumatology Common Toxicity Criteria (RCTC): An Update Reflecting Real-World Use.
31691257,2020,0.4393,2,Medical Devices: Classification and Analysis of Faults Leading to Harms.
31691256,2020,0.4788,3,Comparing Acute Kidney Injury Reports Among Antibiotics: A Pharmacovigilance Study of the FDA Adverse Event Reporting System (FAERS).
31691255,2020,0.5360,2,"Effectiveness of Risk Minimization Measures for Fentanyl Buccal Tablet (FENTORA) in Canada: A Mixed-Methods Evaluation Using Surveys, Medical Chart Records and Web Surveillance."
31679129,2020,0.5023,2,Development and First Use of the Patient's Qualitative Assessment of Treatment (PQAT) Questionnaire in Type 2 Diabetes Mellitus to Explore Individualised Benefit-Harm of Drugs Received During Clinical Studies.
31677004,2020,0.2995,2,Exposure to Infliximab During Pregnancy: Post-Marketing Experience.
31654243,2019,0.4225,2,Benefit-Risk Assessment of Alogliptin for the Treatment of Type 2 Diabetes Mellitus.
31646442,2020,0.5145,2,Complementing Observational Signals with Literature-Derived Distributed Representations for Post-Marketing Drug Surveillance.
31630381,2020,0.4202,2,Occurrences and Outcomes of Immune Checkpoint Inhibitors-Induced Vitiligo in Cancer Patients: A Retrospective Cohort Study.
31617081,2020,0.6314,2,Description of the Risk Management of Medication Errors for Centrally Authorised Products in the European Union.
31617080,2020,0.4406,2,"Exploratory Study of Signals for Asthma Drugs in Children, Using the EudraVigilance Database of Spontaneous Reports."
31605285,2020,0.5012,2,Application of Augmented Intelligence for Pharmacovigilance Case Seriousness Determination.
31598933,2019,0.3649,2,Psoriasis After Exposure to Angiotensin-Converting Enzyme Inhibitors: French Pharmacovigilance Data and Review of the Literature.
31587137,2020,0.4814,3,Adverse Events Associated with Cumulative Corticosteroid Use in Patients with Castration-Resistant Prostate Cancer: An Administrative Claims Analysis.
31583644,2020,0.5262,2,Reported Severe Hypersensitivity Reactions after Intravenous Iron Administration in the European Economic Area (EEA) Before and After Implementation of Risk Minimization Measures.
31559542,2019,0.5757,3,"Data-Driven Identification of Adverse Event Reporting Patterns for Japan in VigiBase, the WHO Global Database of Individual Case Safety Reports."
31556019,2019,0.4625,2,Measuring the Effectiveness of Safety Warnings on the Risk of Stroke in Older Antipsychotic Users: A Nationwide Cohort Study in Two Large Electronic Medical Records Databases in the United Kingdom and Italy.
31552603,2019,0.5007,1,Comparative Effectiveness and Safety of Direct Oral Anticoagulants: Overview of Systematic Reviews.
31452075,2019,0.4518,2,Transparent Reporting on Research Using Unstructured Electronic Health Record Data to Generate 'Real World' Evidence of Comparative Effectiveness and Safety.
31446567,2019,0.4977,1,Recommendations for the Use of Social Media in Pharmacovigilance: Lessons from IMI WEB-RADR.
31410745,2019,0.5734,2,Prevalence and Nature of Medication Errors and Preventable Adverse Drug Events in Paediatric and Neonatal Intensive Care Settings: A Systematic Review.
31372935,2019,0.3593,2,The Association between Metformin Therapy and Lactic Acidosis.
31368080,2019,0.4720,4,A Novel Approach to Visualize Risk Minimization Effectiveness: Peeping at the 2012 UK Proton Pump Inhibitor Label Change Using a Rapid Cycle Analysis Tool.
31321714,2019,0.4741,2,Non-Vitamin K Antagonist Oral Anticoagulants and Angioedema: A Cohort and Case-Crossover Study.
31302896,2019,0.4621,2,Patient Registries: An Underused Resource for Medicines Evaluation : Operational proposals for increasing the use of patient registries in regulatory assessments.
31302895,2019,0.6851,2,Multimodal Analysis of FDA Drug Safety Communications: Lessons from Zolpidem.
31290127,2019,0.5028,2,Prevalence of Medication Errors Among Paediatric Inpatients: Systematic Review and Meta-Analysis.
31240688,2019,0.4172,3,Evaluating Renal Stress Using Pharmacokinetic Urinary Biomarker Data in Critically Ill Patients Receiving Vancomycin and/or Piperacillin-Tazobactam: A Secondary Analysis of the Multicenter Sapphire Study.
31240687,2019,0.3736,2,Androgen Deprivation Therapy for Prostate Cancer and the Risk of Rheumatoid Arthritis: A Population-Based Cohort Study.
31228010,2019,0.4705,3,Effectiveness and Safety of Switching Originator and Biosimilar Epoetins in Patients with Chronic Kidney Disease in a Large-Scale Italian Cohort Study.
31197746,2019,0.4579,2,Intravenous Infusion Administration: A Comparative Study of Practices and Errors Between the United States and England and Their Implications for Patient Safety.
31190237,2019,0.5232,2,Pooling Different Safety Data Sources: Impact of Combining Solicited and Spontaneous Reports on Signal Detection In Pharmacovigilance.
31187437,2019,0.3414,2,Randomized Placebo-Controlled Trial Evaluating the Ophthalmic Safety of Single-Dose Tafenoquine in Healthy Volunteers.
31175610,2019,0.5436,3,Comparative Effectiveness and Safety of Direct Oral Anticoagulants in Patients with Atrial Fibrillation: A Systematic Review and Meta-Analysis of Observational Studies.
31168709,2019,0.4687,2,"Prevalence, Safety and Long-Term Retention Rates of Biologics in Hong Kong from 2001 to 2015."
31165430,2019,0.4785,2,Antidepressants and the Risk of Hemorrhagic Stroke in the Elderly: a Nested Case-Control Study.
31152320,2019,0.6333,2,Unintended Effects of Communicating About Drug Safety Issues: A Critical Review of the Literature.
31134513,2019,0.4737,2,Study Design and Cohort Comparability in a Study of Major Cardiovascular Events in New Users of Prucalopride Versus Polyethylene Glycol 3350.
31134512,2019,0.5196,2,Cardiovascular Safety of Prucalopride in Patients with Chronic Constipation: A Multinational Population-Based Cohort Study.
